,betweenness_centrality,vertex
12751,0.0,6094
12752,0.0,22018
12753,0.0,11419
12754,0.0,11459
12755,0.0,16731
12756,0.0,15364
12757,0.0,5503
12758,0.0,6844
12759,0.0,22789
12760,0.0,23153
12761,0.0,4056
12762,0.0,20531
12763,0.0,7201
12764,0.0,10163
12765,0.0,9349
12766,0.0,18457
12767,0.0,3503
12768,0.0,3551
12769,0.0,5376
12770,0.0,1385
12771,0.0,11175
12772,0.0,15259
12773,0.0,9868
12774,0.0,22535
12775,0.0,5815
12776,0.0,6940
12777,0.0,10397
12778,0.0,19809
12779,0.0,14335
12780,0.0,4406
12781,0.0,7071
12782,0.0,3162
12783,0.0,19212
12784,0.0,20318
12785,0.0,12750
12786,0.0,932
12787,0.0,20209
12788,0.0,6009
12789,0.0,790
12790,0.0,6076
12791,0.0,15121
12792,0.0,12587
12793,0.0,10593
12794,0.0,3045
12795,0.0,7980
12796,0.0,3484
12797,0.0,18317
12798,0.0,21495
12799,0.0,4483
12800,0.0,13466
12801,0.0,4300
12802,0.0,11687
12803,0.0,15876
12804,0.0,6648
12805,0.0,457
12806,0.0,868
12807,0.0,11430
12808,0.0,5000
12809,0.0,21999
12810,0.0,16419
12811,0.0,22734
12812,0.0,22398
12813,0.0,13422
12814,0.0,23201
12815,0.0,11679
12816,0.0,10332
12817,0.0,10639
12818,0.0,14823
12819,0.0,16274
12820,0.0,16444
12821,0.0,19887
12822,0.0,21316
12823,0.0,18132
12824,0.0,17606
12825,0.0,2163
12826,0.0,936
12827,0.0,19176
12828,0.0,22271
12829,0.0,16145
12830,0.0,10344
12831,0.0,15841
12832,0.0,3859
12833,0.0,8148
12834,0.0,807
12835,0.0,8959
12836,0.0,21090
12837,0.0,16825
12838,0.0,17162
12839,0.0,91
12840,0.0,18064
12841,0.0,18276
12842,0.0,10548
12843,0.0,12558
12844,0.0,15327
12845,0.0,23224
12846,0.0,10689
12847,0.0,6678
12848,0.0,10402
12849,0.0,11408
12850,0.0,11514
12851,0.0,207
12852,0.0,21776
12853,0.0,16303
12854,0.0,12458
12855,0.0,17318
12856,0.0,13403
12857,0.0,13342
12858,0.0,18517
12859,0.0,13165
12860,0.0,5693
12861,0.0,15330
12862,0.0,13109
12863,0.0,8777
12864,0.0,16542
12865,0.0,9008
12866,0.0,5943
12867,0.0,16204
12868,0.0,17786
12869,0.0,18822
12870,0.0,16513
12871,0.0,9104
12872,0.0,784
12873,0.0,6887
12874,0.0,20643
12875,0.0,10971
12876,0.0,9582
12877,0.0,11535
12878,0.0,13763
12879,0.0,22427
12880,0.0,1427
12881,0.0,13272
12882,0.0,7497
12883,0.0,21394
12884,0.0,22448
12885,0.0,17693
12886,0.0,8436
12887,0.0,23169
12888,0.0,2794
12889,0.0,4092
12890,0.0,12163
12891,0.0,19392
12892,0.0,14637
12893,0.0,12386
12894,0.0,7932
12895,0.0,20091
12896,0.0,259
12897,0.0,17703
12898,0.0,23152
12899,0.0,16878
12900,0.0,14248
12901,0.0,4720
12902,0.0,9285
12903,0.0,670
12904,0.0,6348
12905,0.0,1592
12906,0.0,5809
12907,0.0,12033
12908,0.0,7499
12909,0.0,13512
12910,0.0,20977
12911,0.0,11836
12912,0.0,18068
12913,0.0,9827
12914,0.0,17590
12915,0.0,13930
12916,0.0,12422
12917,0.0,12431
12918,0.0,16055
12919,0.0,18369
12920,0.0,20096
12921,0.0,10849
12922,0.0,10346
12923,0.0,21514
12924,0.0,20017
12925,0.0,8757
12926,0.0,11427
12927,0.0,8573
12928,0.0,10841
12929,0.0,10141
12930,0.0,16454
12931,0.0,15145
12932,0.0,1060
12933,0.0,5113
12934,0.0,2842
12935,0.0,16595
12936,0.0,20995
12937,0.0,6886
12938,0.0,9534
12939,0.0,6272
12940,0.0,18162
12941,0.0,476
12942,0.0,15552
12943,0.0,3174
12944,0.0,21269
12945,0.0,1701
12946,0.0,19116
12947,0.0,5743
12948,0.0,17845
12949,0.0,17547
12950,0.0,19148
12951,0.0,9426
12952,0.0,17199
12953,0.0,18224
12954,0.0,18012
12955,0.0,21982
12956,0.0,17223
12957,0.0,14697
12958,0.0,15118
12959,0.0,4401
12960,0.0,15519
12961,0.0,4082
12962,0.0,7019
12963,0.0,14670
12964,0.0,16916
12965,0.0,18370
12966,0.0,14286
12967,0.0,3156
12968,0.0,20230
12969,0.0,10302
12970,0.0,10255
12971,0.0,6664
12972,0.0,16763
12973,0.0,9266
12974,0.0,1669
12975,0.0,22689
12976,0.0,12539
12977,0.0,8801
12978,0.0,18050
12979,0.0,17310
12980,0.0,1862
12981,0.0,17914
12982,0.0,18882
12983,0.0,4425
12984,0.0,12756
12985,0.0,11740
12986,0.0,22660
12987,0.0,4884
12988,0.0,16217
12989,0.0,22166
12990,0.0,13664
12991,0.0,18835
12992,0.0,23061
12993,0.0,3224
12994,0.0,22671
12995,0.0,14843
12996,0.0,18614
12997,0.0,9306
12998,0.0,11626
12999,0.0,7362
13000,0.0,6908
13001,0.0,4469
13002,0.0,9636
13003,0.0,7275
13004,0.0,18401
13005,0.0,19129
13006,0.0,11192
13007,0.0,17560
13008,0.0,17523
13009,0.0,20034
13010,0.0,15209
13011,0.0,16061
13012,0.0,12655
13013,0.0,16260
13014,0.0,2926
13015,0.0,8498
13016,0.0,20620
13017,0.0,8572
13018,0.0,14761
13019,0.0,10509
13020,0.0,5549
13021,0.0,1541
13022,0.0,760
13023,0.0,22449
13024,0.0,378
13025,0.0,16941
13026,0.0,10517
13027,0.0,6039
13028,0.0,7909
13029,0.0,16381
13030,0.0,10507
13031,0.0,1425
13032,0.0,21297
13033,0.0,15579
13034,0.0,9323
13035,0.0,9461
13036,0.0,5237
13037,0.0,9598
13038,0.0,10331
13039,0.0,8706
13040,0.0,20257
13041,0.0,5867
13042,0.0,19554
13043,0.0,13384
13044,0.0,17529
13045,0.0,618
13046,0.0,15221
13047,0.0,14633
13048,0.0,19513
13049,0.0,22098
13050,0.0,14111
13051,0.0,8204
13052,0.0,20504
13053,0.0,19643
13054,0.0,9194
13055,0.0,12480
13056,0.0,17157
13057,0.0,1886
13058,0.0,21149
13059,0.0,13576
13060,0.0,4730
13061,0.0,10289
13062,0.0,16292
13063,0.0,5746
13064,0.0,9877
13065,0.0,18501
13066,0.0,12518
13067,0.0,8838
13068,0.0,446
13069,0.0,2508
13070,0.0,17222
13071,0.0,13396
13072,0.0,5536
13073,0.0,6483
13074,0.0,20331
13075,0.0,5154
13076,0.0,17465
13077,0.0,16143
13078,0.0,5163
13079,0.0,13270
13080,0.0,8592
13081,0.0,4454
13082,0.0,18245
13083,0.0,8196
13084,0.0,1150
13085,0.0,11074
13086,0.0,1361
13087,0.0,12144
13088,0.0,6707
13089,0.0,7287
13090,0.0,10611
13091,0.0,16767
13092,0.0,3691
13093,0.0,4635
13094,0.0,14835
13095,0.0,18424
13096,0.0,19236
13097,0.0,19710
13098,0.0,14455
13099,0.0,8021
13100,0.0,16201
13101,0.0,20505
13102,0.0,19272
13103,0.0,22916
13104,0.0,5537
13105,0.0,21328
13106,0.0,17958
13107,0.0,11111
13108,0.0,17895
13109,0.0,11463
13110,0.0,10678
13111,0.0,9867
13112,0.0,16888
13113,0.0,3709
13114,0.0,18464
13115,0.0,6784
13116,0.0,20065
13117,0.0,7193
13118,0.0,1495
13119,0.0,7982
13120,0.0,20336
13121,0.0,15743
13122,0.0,19920
13123,0.0,3667
13124,0.0,13044
13125,0.0,121
13126,0.0,4629
13127,0.0,16235
13128,0.0,19389
13129,0.0,8453
13130,0.0,13100
13131,0.0,7030
13132,0.0,12184
13133,0.0,9095
13134,0.0,22168
13135,0.0,12362
13136,0.0,14659
13137,0.0,12165
13138,0.0,22297
13139,0.0,17985
13140,0.0,19163
13141,0.0,10406
13142,0.0,2265
13143,0.0,15181
13144,0.0,3821
13145,0.0,13245
13146,0.0,17598
13147,0.0,17819
13148,0.0,7818
13149,0.0,17916
13150,0.0,20943
13151,0.0,22557
13152,0.0,17454
13153,0.0,529
13154,0.0,12414
13155,0.0,5680
13156,0.0,21996
13157,0.0,8228
13158,0.0,8901
13159,0.0,291
13160,0.0,17304
13161,0.0,7342
13162,0.0,13821
13163,0.0,12351
13164,0.0,16999
13165,0.0,22606
13166,0.0,11770
13167,0.0,19634
13168,0.0,20821
13169,0.0,4418
13170,0.0,3653
13171,0.0,1681
13172,0.0,2393
13173,0.0,15427
13174,0.0,2045
13175,0.0,13861
13176,0.0,21071
13177,0.0,20441
13178,0.0,11230
13179,0.0,2790
13180,0.0,7974
13181,0.0,2773
13182,0.0,8122
13183,0.0,10035
13184,0.0,21874
13185,0.0,17992
13186,0.0,5340
13187,0.0,9497
13188,0.0,4673
13189,0.0,13473
13190,0.0,13538
13191,0.0,20186
13192,0.0,11237
13193,0.0,15210
13194,0.0,2258
13195,0.0,10642
13196,0.0,1433
13197,0.0,18440
13198,0.0,11404
13199,0.0,599
13200,0.0,10495
13201,0.0,14272
13202,0.0,22942
13203,0.0,18968
13204,0.0,20867
13205,0.0,17194
13206,0.0,14273
13207,0.0,6355
13208,0.0,18348
13209,0.0,5834
13210,0.0,12528
13211,0.0,18109
13212,0.0,751
13213,0.0,5455
13214,0.0,22060
13215,0.0,14995
13216,0.0,22436
13217,0.0,16402
13218,0.0,16588
13219,0.0,11469
13220,0.0,1223
13221,0.0,17932
13222,0.0,10665
13223,0.0,3325
13224,0.0,22602
13225,0.0,11661
13226,0.0,19300
13227,0.0,3077
13228,0.0,18632
13229,0.0,5200
13230,0.0,17280
13231,0.0,4924
13232,0.0,9225
13233,0.0,6438
13234,0.0,5229
13235,0.0,8824
13236,0.0,11421
13237,0.0,2093
13238,0.0,2364
13239,0.0,19703
13240,0.0,14708
13241,0.0,16531
13242,0.0,20467
13243,0.0,1290
13244,0.0,2114
13245,0.0,10824
13246,0.0,14342
13247,0.0,3084
13248,0.0,19732
13249,0.0,22828
13250,0.0,21928
13251,0.0,412
13252,0.0,14251
13253,0.0,12858
13254,0.0,17130
13255,0.0,8137
13256,0.0,7798
13257,0.0,4233
13258,0.0,17430
13259,0.0,13631
13260,0.0,9410
13261,0.0,2669
13262,0.0,3822
13263,0.0,13551
13264,0.0,20042
13265,0.0,21981
13266,0.0,21844
13267,0.0,10486
13268,0.0,12445
13269,0.0,10808
13270,0.0,6177
13271,0.0,19482
13272,0.0,7747
13273,0.0,6000
13274,0.0,14146
13275,0.0,18219
13276,0.0,17827
13277,0.0,14530
13278,0.0,4290
13279,0.0,19380
13280,0.0,7372
13281,0.0,22803
13282,0.0,695
13283,0.0,1497
13284,0.0,5518
13285,0.0,6428
13286,0.0,12448
13287,0.0,21730
13288,0.0,17414
13289,0.0,8262
13290,0.0,23123
13291,0.0,6314
13292,0.0,18212
13293,0.0,23003
13294,0.0,9168
13295,0.0,5656
13296,0.0,20782
13297,0.0,23132
13298,0.0,14395
13299,0.0,18698
13300,0.0,2529
13301,0.0,20145
13302,0.0,17088
13303,0.0,22591
13304,0.0,22929
13305,0.0,12482
13306,0.0,6419
13307,0.0,20317
13308,0.0,6406
13309,0.0,6075
13310,0.0,21713
13311,0.0,18211
13312,0.0,19199
13313,0.0,1038
13314,0.0,8744
13315,0.0,15149
13316,0.0,13071
13317,0.0,22237
13318,0.0,21547
13319,0.0,20819
13320,0.0,1882
13321,0.0,1633
13322,0.0,20823
13323,0.0,9451
13324,0.0,1471
13325,0.0,651
13326,0.0,4772
13327,0.0,12249
13328,0.0,15933
13329,0.0,17269
13330,0.0,22456
13331,0.0,9847
13332,0.0,4457
13333,0.0,21200
13334,0.0,5821
13335,0.0,683
13336,0.0,20319
13337,0.0,18938
13338,0.0,14155
13339,0.0,6394
13340,0.0,6563
13341,0.0,20391
13342,0.0,23059
13343,0.0,22626
13344,0.0,9038
13345,0.0,1351
13346,0.0,6137
13347,0.0,5465
13348,0.0,18892
13349,0.0,21627
13350,0.0,20719
13351,0.0,4659
13352,0.0,7024
13353,0.0,23278
13354,0.0,4474
13355,0.0,10881
13356,0.0,12519
13357,0.0,5160
13358,0.0,17793
13359,0.0,11971
13360,0.0,11517
13361,0.0,1720
13362,0.0,9420
13363,0.0,22238
13364,0.0,18792
13365,0.0,16289
13366,0.0,8191
13367,0.0,20354
13368,0.0,10150
13369,0.0,14131
13370,0.0,18001
13371,0.0,5903
13372,0.0,12336
13373,0.0,18406
13374,0.0,7566
13375,0.0,9421
13376,0.0,5483
13377,0.0,8309
13378,0.0,21062
13379,0.0,18772
13380,0.0,23306
13381,0.0,8441
13382,0.0,3604
13383,0.0,14677
13384,0.0,2912
13385,0.0,2101
13386,0.0,19663
13387,0.0,15411
13388,0.0,10540
13389,0.0,3572
13390,0.0,18196
13391,0.0,16660
13392,0.0,18558
13393,0.0,18690
13394,0.0,4022
13395,0.0,9431
13396,0.0,20151
13397,0.0,16461
13398,0.0,17735
13399,0.0,1552
13400,0.0,15526
13401,0.0,18786
13402,0.0,22041
13403,0.0,11303
13404,0.0,14782
13405,0.0,9639
13406,0.0,22179
13407,0.0,10698
13408,0.0,17888
13409,0.0,21405
13410,0.0,22201
13411,0.0,947
13412,0.0,12813
13413,0.0,20718
13414,0.0,11293
13415,0.0,2895
13416,0.0,8750
13417,0.0,14017
13418,0.0,21208
13419,0.0,11690
13420,0.0,4229
13421,0.0,18824
13422,0.0,7227
13423,0.0,9415
13424,0.0,4773
13425,0.0,22295
13426,0.0,19495
13427,0.0,5695
13428,0.0,8807
13429,0.0,13024
13430,0.0,20015
13431,0.0,6359
13432,0.0,5211
13433,0.0,15981
13434,0.0,19766
13435,0.0,3492
13436,0.0,1758
13437,0.0,2641
13438,0.0,7113
13439,0.0,7345
13440,0.0,2288
13441,0.0,12269
13442,0.0,7482
13443,0.0,20684
13444,0.0,13190
13445,0.0,14777
13446,0.0,17720
13447,0.0,19994
13448,0.0,17480
13449,0.0,10571
13450,0.0,1063
13451,0.0,9325
13452,0.0,5155
13453,0.0,16834
13454,0.0,21522
13455,0.0,17106
13456,0.0,18534
13457,0.0,5463
13458,0.0,32
13459,0.0,4071
13460,0.0,9829
13461,0.0,19181
13462,0.0,7159
13463,0.0,23058
13464,0.0,5210
13465,0.0,4468
13466,0.0,12451
13467,0.0,5336
13468,0.0,5029
13469,0.0,11730
13470,0.0,22364
13471,0.0,2932
13472,0.0,8042
13473,0.0,23010
13474,0.0,13493
13475,0.0,3508
13476,0.0,4988
13477,0.0,21628
13478,0.0,17811
13479,0.0,21309
13480,0.0,13407
13481,0.0,14163
13482,0.0,21770
13483,0.0,3698
13484,0.0,9390
13485,0.0,16967
13486,0.0,21622
13487,0.0,12385
13488,0.0,14493
13489,0.0,4575
13490,0.0,10244
13491,0.0,12115
13492,0.0,6868
13493,0.0,10549
13494,0.0,22980
13495,0.0,23288
13496,0.0,18214
13497,0.0,3457
13498,0.0,12804
13499,0.0,12857
13500,0.0,20941
13501,0.0,23186
13502,0.0,619
13503,0.0,8992
13504,0.0,20166
13505,0.0,21793
13506,0.0,14478
13507,0.0,4036
13508,0.0,21764
13509,0.0,8022
13510,0.0,11422
13511,0.0,2588
13512,0.0,13080
13513,0.0,14699
13514,0.0,16849
13515,0.0,16141
13516,0.0,12561
13517,0.0,22114
13518,0.0,1820
13519,0.0,6876
13520,0.0,497
13521,0.0,21218
13522,0.0,16019
13523,0.0,9246
13524,0.0,3441
13525,0.0,7087
13526,0.0,17882
13527,0.0,13462
13528,0.0,12404
13529,0.0,14639
13530,0.0,2188
13531,0.0,7367
13532,0.0,11356
13533,0.0,20105
13534,0.0,9135
13535,0.0,13498
13536,0.0,4847
13537,0.0,18471
13538,0.0,12516
13539,0.0,6669
13540,0.0,9310
13541,0.0,15717
13542,0.0,8828
13543,0.0,19992
13544,0.0,9167
13545,0.0,3743
13546,0.0,7282
13547,0.0,22438
13548,0.0,15746
13549,0.0,13537
13550,0.0,18477
13551,0.0,16525
13552,0.0,7191
13553,0.0,15960
13554,0.0,11296
13555,0.0,5747
13556,0.0,5278
13557,0.0,4518
13558,0.0,4131
13559,0.0,19299
13560,0.0,6866
13561,0.0,21045
13562,0.0,20587
13563,0.0,4450
13564,0.0,4113
13565,0.0,411
13566,0.0,13927
13567,0.0,13311
13568,0.0,13734
13569,0.0,10871
13570,0.0,9706
13571,0.0,10570
13572,0.0,11374
13573,0.0,21577
13574,0.0,1434
13575,0.0,11396
13576,0.0,10195
13577,0.0,6627
13578,0.0,18345
13579,0.0,5723
13580,0.0,18957
13581,0.0,5555
13582,0.0,17030
13583,0.0,17970
13584,0.0,15736
13585,0.0,13189
13586,0.0,16578
13587,0.0,6814
13588,0.0,17953
13589,0.0,8632
13590,0.0,11775
13591,0.0,14067
13592,0.0,17145
13593,0.0,20979
13594,0.0,13023
13595,0.0,17321
13596,0.0,13374
13597,0.0,15354
13598,0.0,11789
13599,0.0,19756
13600,0.0,9673
13601,0.0,22935
13602,0.0,12830
13603,0.0,11969
13604,0.0,19241
13605,0.0,2413
13606,0.0,9039
13607,0.0,6191
13608,0.0,18487
13609,0.0,20333
13610,0.0,9651
13611,0.0,13346
13612,0.0,15416
13613,0.0,2956
13614,0.0,15079
13615,0.0,17306
13616,0.0,4266
13617,0.0,18783
13618,0.0,11961
13619,0.0,12150
13620,0.0,17538
13621,0.0,4346
13622,0.0,17869
13623,0.0,18976
13624,0.0,11292
13625,0.0,11269
13626,0.0,21084
13627,0.0,11446
13628,0.0,14742
13629,0.0,6239
13630,0.0,9079
13631,0.0,5176
13632,0.0,13728
13633,0.0,12099
13634,0.0,9819
13635,0.0,5702
13636,0.0,14382
13637,0.0,13790
13638,0.0,3388
13639,0.0,14626
13640,0.0,9631
13641,0.0,20668
13642,0.0,1684
13643,0.0,3958
13644,0.0,1583
13645,0.0,10758
13646,0.0,11448
13647,0.0,19565
13648,0.0,5967
13649,0.0,2103
13650,0.0,21397
13651,0.0,21128
13652,0.0,7672
13653,0.0,3997
13654,0.0,23134
13655,0.0,10022
13656,0.0,8219
13657,0.0,18981
13658,0.0,16185
13659,0.0,18510
13660,0.0,6309
13661,0.0,20645
13662,0.0,21118
13663,0.0,2424
13664,0.0,14965
13665,0.0,14461
13666,0.0,4422
13667,0.0,13964
13668,0.0,9878
13669,0.0,14968
13670,0.0,17712
13671,0.0,6856
13672,0.0,9820
13673,0.0,18033
13674,0.0,17319
13675,0.0,22118
13676,0.0,4776
13677,0.0,18166
13678,0.0,18988
13679,0.0,16183
13680,0.0,12205
13681,0.0,15417
13682,0.0,20421
13683,0.0,18158
13684,0.0,10860
13685,0.0,7864
13686,0.0,9841
13687,0.0,4686
13688,0.0,2930
13689,0.0,4890
13690,0.0,12810
13691,0.0,11532
13692,0.0,10721
13693,0.0,8662
13694,0.0,9524
13695,0.0,12005
13696,0.0,2313
13697,0.0,13454
13698,0.0,4227
13699,0.0,18748
13700,0.0,8602
13701,0.0,5901
13702,0.0,21809
13703,0.0,2003
13704,0.0,12208
13705,0.0,9567
13706,0.0,7509
13707,0.0,20806
13708,0.0,17458
13709,0.0,2931
13710,0.0,3596
13711,0.0,15443
13712,0.0,12783
13713,0.0,13801
13714,0.0,14743
13715,0.0,18086
13716,0.0,3711
13717,0.0,9496
13718,0.0,3107
13719,0.0,7356
13720,0.0,23043
13721,0.0,8927
13722,0.0,23019
13723,0.0,21024
13724,0.0,6891
13725,0.0,10285
13726,0.0,19158
13727,0.0,13729
13728,0.0,18672
13729,0.0,8360
13730,0.0,19492
13731,0.0,15782
13732,0.0,5159
13733,0.0,19273
13734,0.0,20287
13735,0.0,2537
13736,0.0,15772
13737,0.0,20913
13738,0.0,13366
13739,0.0,8972
13740,0.0,23037
13741,0.0,6408
13742,0.0,19853
13743,0.0,7339
13744,0.0,6949
13745,0.0,10396
13746,0.0,16288
13747,0.0,12956
13748,0.0,22038
13749,0.0,5800
13750,0.0,11002
13751,0.0,4142
13752,0.0,11475
13753,0.0,14683
13754,0.0,14501
13755,0.0,3579
13756,0.0,6240
13757,0.0,18595
13758,0.0,6962
13759,0.0,17753
13760,0.0,18608
13761,0.0,14638
13762,0.0,10520
13763,0.0,9764
13764,0.0,7001
13765,0.0,3988
13766,0.0,6957
13767,0.0,9137
13768,0.0,13695
13769,0.0,6749
13770,0.0,9185
13771,0.0,19320
13772,0.0,261
13773,0.0,20443
13774,0.0,17552
13775,0.0,3942
13776,0.0,3528
13777,0.0,21808
13778,0.0,7772
13779,0.0,20093
13780,0.0,18952
13781,0.0,5257
13782,0.0,6203
13783,0.0,8473
13784,0.0,4151
13785,0.0,11023
13786,0.0,3904
13787,0.0,4237
13788,0.0,11455
13789,0.0,1070
13790,0.0,4889
13791,0.0,22027
13792,0.0,12755
13793,0.0,20678
13794,0.0,4366
13795,0.0,11197
13796,0.0,13742
13797,0.0,9739
13798,0.0,8601
13799,0.0,22088
13800,0.0,964
13801,0.0,1626
13802,0.0,15946
13803,0.0,316
13804,0.0,3356
13805,0.0,10786
13806,0.0,21203
13807,0.0,21064
13808,0.0,1792
13809,0.0,11159
13810,0.0,9526
13811,0.0,7904
13812,0.0,12515
13813,0.0,20224
13814,0.0,12526
13815,0.0,9402
13816,0.0,17867
13817,0.0,12893
13818,0.0,9905
13819,0.0,20715
13820,0.0,11509
13821,0.0,6091
13822,0.0,19309
13823,0.0,17874
13824,0.0,11200
13825,0.0,12333
13826,0.0,12557
13827,0.0,16060
13828,0.0,16590
13829,0.0,7036
13830,0.0,8120
13831,0.0,2023
13832,0.0,23042
13833,0.0,17259
13834,0.0,13101
13835,0.0,8499
13836,0.0,13158
13837,0.0,20254
13838,0.0,15256
13839,0.0,17097
13840,0.0,22096
13841,0.0,14917
13842,0.0,6069
13843,0.0,11630
13844,0.0,6944
13845,0.0,12248
13846,0.0,16812
13847,0.0,22829
13848,0.0,18718
13849,0.0,14096
13850,0.0,2766
13851,0.0,381
13852,0.0,19500
13853,0.0,20723
13854,0.0,23156
13855,0.0,21434
13856,0.0,1334
13857,0.0,18560
13858,0.0,14749
13859,0.0,3752
13860,0.0,2962
13861,0.0,13423
13862,0.0,20229
13863,0.0,6429
13864,0.0,6892
13865,0.0,19580
13866,0.0,16987
13867,0.0,17665
13868,0.0,10973
13869,0.0,15887
13870,0.0,17660
13871,0.0,7961
13872,0.0,11664
13873,0.0,22274
13874,0.0,12604
13875,0.0,5696
13876,0.0,2350
13877,0.0,20637
13878,0.0,416
13879,0.0,12821
13880,0.0,18793
13881,0.0,10565
13882,0.0,19064
13883,0.0,15936
13884,0.0,14125
13885,0.0,5004
13886,0.0,708
13887,0.0,22090
13888,0.0,4280
13889,0.0,12105
13890,0.0,22705
13891,0.0,22352
13892,0.0,16677
13893,0.0,17957
13894,0.0,18829
13895,0.0,488
13896,0.0,14872
13897,0.0,4004
13898,0.0,296
13899,0.0,9812
13900,0.0,16829
13901,0.0,724
13902,0.0,15793
13903,0.0,19046
13904,0.0,2805
13905,0.0,20155
13906,0.0,20403
13907,0.0,648
13908,0.0,15152
13909,0.0,7891
13910,0.0,21725
13911,0.0,12792
13912,0.0,13378
13913,0.0,16358
13914,0.0,4530
13915,0.0,18497
13916,0.0,20641
13917,0.0,11143
13918,0.0,16159
13919,0.0,21687
13920,0.0,9311
13921,0.0,9013
13922,0.0,20245
13923,0.0,17969
13924,0.0,19328
13925,0.0,15871
13926,0.0,18564
13927,0.0,18274
13928,0.0,5120
13929,0.0,22821
13930,0.0,19486
13931,0.0,21521
13932,0.0,15875
13933,0.0,20214
13934,0.0,14244
13935,0.0,14178
13936,0.0,14024
13937,0.0,6064
13938,0.0,5924
13939,0.0,15298
13940,0.0,6928
13941,0.0,9215
13942,0.0,10513
13943,0.0,11400
13944,0.0,17569
13945,0.0,8026
13946,0.0,5296
13947,0.0,23177
13948,0.0,11172
13949,0.0,7523
13950,0.0,19276
13951,0.0,3253
13952,0.0,20933
13953,0.0,23223
13954,0.0,18583
13955,0.0,10214
13956,0.0,8068
13957,0.0,11522
13958,0.0,3043
13959,0.0,17339
13960,0.0,10454
13961,0.0,5429
13962,0.0,15580
13963,0.0,15194
13964,0.0,17264
13965,0.0,10264
13966,0.0,11472
13967,0.0,211
13968,0.0,9725
13969,0.0,20171
13970,0.0,16447
13971,0.0,17016
13972,0.0,6392
13973,0.0,2361
13974,0.0,8208
13975,0.0,14567
13976,0.0,13439
13977,0.0,7350
13978,0.0,18622
13979,0.0,17942
13980,0.0,11309
13981,0.0,13169
13982,0.0,140
13983,0.0,21563
13984,0.0,5988
13985,0.0,17037
13986,0.0,13597
13987,0.0,14117
13988,0.0,19584
13989,0.0,8420
13990,0.0,22798
13991,0.0,5312
13992,0.0,8138
13993,0.0,5087
13994,0.0,19502
13995,0.0,16264
13996,0.0,9117
13997,0.0,4667
13998,0.0,409
13999,0.0,15222
14000,0.0,5347
14001,0.0,9042
14002,0.0,17240
14003,0.0,3849
14004,0.0,16887
14005,0.0,22047
14006,0.0,7899
14007,0.0,22219
14008,0.0,5323
14009,0.0,11078
14010,0.0,15629
14011,0.0,16503
14012,0.0,22733
14013,0.0,21077
14014,0.0,14535
14015,0.0,16336
14016,0.0,17555
14017,0.0,3611
14018,0.0,3530
14019,0.0,14928
14020,0.0,22550
14021,0.0,3706
14022,0.0,3753
14023,0.0,10766
14024,0.0,22294
14025,0.0,20765
14026,0.0,12653
14027,0.0,23243
14028,0.0,14339
14029,0.0,12258
14030,0.0,4445
14031,0.0,11881
14032,0.0,6326
14033,0.0,11927
14034,0.0,19504
14035,0.0,20163
14036,0.0,13103
14037,0.0,15056
14038,0.0,5768
14039,0.0,11878
14040,0.0,11090
14041,0.0,22058
14042,0.0,22745
14043,0.0,21145
14044,0.0,18416
14045,0.0,12472
14046,0.0,22451
14047,0.0,8302
14048,0.0,21349
14049,0.0,16011
14050,0.0,9192
14051,0.0,13549
14052,0.0,22693
14053,0.0,13949
14054,0.0,19912
14055,0.0,3805
14056,0.0,15332
14057,0.0,1377
14058,0.0,13955
14059,0.0,21169
14060,0.0,19701
14061,0.0,10451
14062,0.0,922
14063,0.0,6002
14064,0.0,4397
14065,0.0,11994
14066,0.0,155
14067,0.0,19082
14068,0.0,20146
14069,0.0,2017
14070,0.0,14669
14071,0.0,8693
14072,0.0,18733
14073,0.0,13478
14074,0.0,633
14075,0.0,14629
14076,0.0,15658
14077,0.0,1531
14078,0.0,4186
14079,0.0,13730
14080,0.0,5954
14081,0.0,8179
14082,0.0,8425
14083,0.0,13337
14084,0.0,21366
14085,0.0,5078
14086,0.0,15978
14087,0.0,13291
14088,0.0,17114
14089,0.0,18426
14090,0.0,22176
14091,0.0,342
14092,0.0,6662
14093,0.0,18361
14094,0.0,20694
14095,0.0,22100
14096,0.0,18151
14097,0.0,18359
14098,0.0,11957
14099,0.0,22694
14100,0.0,8559
14101,0.0,395
14102,0.0,22701
14103,0.0,8075
14104,0.0,14057
14105,0.0,11046
14106,0.0,6541
14107,0.0,8252
14108,0.0,22599
14109,0.0,9945
14110,0.0,15550
14111,0.0,60
14112,0.0,18991
14113,0.0,9297
14114,0.0,19501
14115,0.0,22889
14116,0.0,19085
14117,0.0,9482
14118,0.0,21486
14119,0.0,14695
14120,0.0,18084
14121,0.0,5172
14122,0.0,10587
14123,0.0,14360
14124,0.0,17420
14125,0.0,2770
14126,0.0,16339
14127,0.0,17824
14128,0.0,21381
14129,0.0,20242
14130,0.0,3943
14131,0.0,9048
14132,0.0,12072
14133,0.0,17312
14134,0.0,3666
14135,0.0,12302
14136,0.0,13539
14137,0.0,10225
14138,0.0,4751
14139,0.0,22126
14140,0.0,220
14141,0.0,9918
14142,0.0,2756
14143,0.0,11552
14144,0.0,16719
14145,0.0,19314
14146,0.0,13613
14147,0.0,12198
14148,0.0,4801
14149,0.0,3659
14150,0.0,18525
14151,0.0,18178
14152,0.0,4848
14153,0.0,12962
