,Node,pagerank_centrality
13999,5741,4.185785789662926e-05
14000,5740,4.185785789662926e-05
14001,5739,4.185785789662926e-05
14002,5738,4.185785789662926e-05
14003,5737,4.185785789662926e-05
14004,5736,4.185785789662926e-05
14005,5770,4.185785789662926e-05
14006,5748,4.185785789662926e-05
14007,5749,4.185785789662926e-05
14008,5769,4.185785789662926e-05
14009,5752,4.185785789662926e-05
14010,5753,4.185785789662926e-05
14011,5754,4.185785789662926e-05
14012,5755,4.185785789662926e-05
14013,5757,4.185785789662926e-05
14014,5758,4.185785789662926e-05
14015,5759,4.185785789662926e-05
14016,5760,4.185785789662926e-05
14017,5761,4.185785789662926e-05
14018,5762,4.185785789662926e-05
14019,5763,4.185785789662926e-05
14020,5764,4.185785789662926e-05
14021,5765,4.185785789662926e-05
14022,5766,4.185785789662926e-05
14023,22476,4.185785789662926e-05
14024,22475,4.185785789662926e-05
14025,5767,4.185785789662926e-05
14026,5750,4.185785789662926e-05
14027,5768,4.185785789662926e-05
14028,5735,4.185785789662926e-05
14029,5751,4.185785789662926e-05
14030,22481,4.185785789662926e-05
14031,22480,4.185785789662926e-05
14032,22556,4.185729147376553e-05
14033,22568,4.185729147376553e-05
14034,22559,4.185729147376553e-05
14035,22560,4.185729147376553e-05
14036,22561,4.185729147376553e-05
14037,22562,4.185729147376553e-05
14038,22563,4.185729147376553e-05
14039,22564,4.185729147376553e-05
14040,22565,4.185729147376553e-05
14041,22566,4.185729147376553e-05
14042,22567,4.185729147376553e-05
14043,22570,4.185729147376553e-05
14044,22557,4.185729147376553e-05
14045,22578,4.185729147376553e-05
14046,22571,4.185729147376553e-05
14047,22555,4.185729147376553e-05
14048,22572,4.185729147376553e-05
14049,22573,4.185729147376553e-05
14050,22575,4.185729147376553e-05
14051,22574,4.185729147376553e-05
14052,22576,4.185729147376553e-05
14053,22558,4.185729147376553e-05
14054,22569,4.185729147376553e-05
14055,22543,4.185729147376553e-05
14056,22548,4.185729147376553e-05
14057,22536,4.185729147376553e-05
14058,22537,4.185729147376553e-05
14059,22554,4.185729147376553e-05
14060,22544,4.185729147376553e-05
14061,22553,4.185729147376553e-05
14062,22552,4.185729147376553e-05
14063,22545,4.185729147376553e-05
14064,22551,4.185729147376553e-05
14065,22546,4.185729147376553e-05
14066,22577,4.185729147376553e-05
14067,22547,4.185729147376553e-05
14068,22550,4.185729147376553e-05
14069,22539,4.185729147376553e-05
14070,22540,4.185729147376553e-05
14071,22541,4.185729147376553e-05
14072,22549,4.185729147376553e-05
14073,22542,4.185729147376553e-05
14074,22535,4.185729147376553e-05
14075,9847,4.185524424942093e-05
14076,2482,4.185475597245291e-05
14077,2485,4.185475597245291e-05
14078,2491,4.185475597245291e-05
14079,2497,4.185475597245291e-05
14080,2481,4.185475597245291e-05
14081,2484,4.185475597245291e-05
14082,2477,4.185475597245291e-05
14083,2471,4.185475597245291e-05
14084,2499,4.185475597245291e-05
14085,2469,4.185475597245291e-05
14086,2468,4.185475597245291e-05
14087,2507,4.185475597245291e-05
14088,2203,4.185082870956019e-05
14089,2181,4.185082870956019e-05
14090,2162,4.185082870956019e-05
14091,2171,4.185082870956019e-05
14092,2176,4.185082870956019e-05
14093,2200,4.185082870956019e-05
14094,2173,4.185082870956019e-05
14095,2196,4.185082870956019e-05
14096,2150,4.185082870956019e-05
14097,2184,4.185082870956019e-05
14098,2258,4.185082870956019e-05
14099,2224,4.185082870956019e-05
14100,2236,4.185082870956019e-05
14101,2238,4.185082870956019e-05
14102,2225,4.185082870956019e-05
14103,2193,4.185082870956019e-05
14104,2208,4.185082870956019e-05
14105,2192,4.185082870956019e-05
14106,2185,4.185082870956019e-05
14107,2146,4.185082870956019e-05
14108,7057,4.185025388040107e-05
14109,6055,4.184914496136779e-05
14110,6054,4.184914496136779e-05
14111,6056,4.184914496136779e-05
14112,6058,4.184914496136779e-05
14113,6061,4.184914496136779e-05
14114,6064,4.184914496136779e-05
14115,6066,4.184914496136779e-05
14116,6068,4.184914496136779e-05
14117,6069,4.184914496136779e-05
14118,6071,4.184914496136779e-05
14119,6023,4.184914496136779e-05
14120,6039,4.184914496136779e-05
14121,6032,4.184914496136779e-05
14122,6043,4.184914496136779e-05
14123,6042,4.184914496136779e-05
14124,6040,4.184914496136779e-05
14125,6049,4.184914496136779e-05
14126,6038,4.184914496136779e-05
14127,6035,4.184914496136779e-05
14128,6034,4.184914496136779e-05
14129,6051,4.184914496136779e-05
14130,6033,4.184914496136779e-05
14131,6031,4.184914496136779e-05
14132,6029,4.184914496136779e-05
14133,6028,4.184914496136779e-05
14134,6053,4.184914496136779e-05
14135,6025,4.184914496136779e-05
14136,6045,4.184914496136779e-05
14137,6050,4.184914496136779e-05
14138,4611,4.184850915097312e-05
14139,6241,4.184532359963548e-05
14140,6246,4.184532359963548e-05
14141,6240,4.184532359963548e-05
14142,6226,4.184532359963548e-05
14143,6238,4.184532359963548e-05
14144,6225,4.184532359963548e-05
14145,6263,4.184532359963548e-05
14146,6242,4.184532359963548e-05
14147,6257,4.184532359963548e-05
14148,6224,4.184532359963548e-05
14149,6223,4.184532359963548e-05
14150,6221,4.184532359963548e-05
14151,6264,4.184532359963548e-05
14152,6229,4.184532359963548e-05
14153,6265,4.184532359963548e-05
14154,6230,4.184532359963548e-05
14155,6239,4.184532359963548e-05
14156,6261,4.184532359963548e-05
14157,6231,4.184532359963548e-05
14158,1483,4.184532359963548e-05
14159,3570,4.184532359963548e-05
14160,6268,4.184532359963548e-05
14161,6244,4.184532359963548e-05
14162,6248,4.184532359963548e-05
14163,6267,4.184532359963548e-05
14164,6249,4.184532359963548e-05
14165,6250,4.184532359963548e-05
14166,6251,4.184532359963548e-05
14167,6253,4.184532359963548e-05
14168,6266,4.184532359963548e-05
14169,6254,4.184532359963548e-05
14170,6255,4.184532359963548e-05
14171,6256,4.184532359963548e-05
14172,6247,4.184532359963548e-05
14173,6232,4.184532359963548e-05
14174,6228,4.184532359963548e-05
14175,6233,4.184532359963548e-05
14176,6234,4.184532359963548e-05
14177,6237,4.184532359963548e-05
14178,2603,4.184421302365193e-05
14179,2793,4.184421302365192e-05
14180,2667,4.184421302365192e-05
14181,2739,4.184421302365192e-05
14182,2743,4.184421302365192e-05
14183,2747,4.184421302365192e-05
14184,2750,4.184421302365192e-05
14185,2764,4.184421302365192e-05
14186,2767,4.184421302365192e-05
14187,2783,4.184421302365192e-05
14188,2677,4.184421302365192e-05
14189,2725,4.184421302365192e-05
14190,21229,4.184358520745466e-05
14191,21230,4.184358520745466e-05
14192,4724,4.184358520745466e-05
14193,21231,4.184358520745466e-05
14194,21234,4.184358520745466e-05
14195,21235,4.184358520745466e-05
14196,21233,4.184358520745466e-05
14197,3212,4.184358520745466e-05
14198,21219,4.184358520745466e-05
14199,21225,4.184358520745466e-05
14200,21216,4.184358520745466e-05
14201,21211,4.184358520745466e-05
14202,21210,4.184358520745466e-05
14203,21209,4.184358520745466e-05
14204,21208,4.184358520745466e-05
14205,21207,4.184358520745466e-05
14206,21206,4.184358520745466e-05
14207,21205,4.184358520745466e-05
14208,21212,4.184358520745466e-05
14209,21236,4.184358520745466e-05
14210,21213,4.184358520745466e-05
14211,21215,4.184358520745466e-05
14212,21227,4.184358520745466e-05
14213,21226,4.184358520745466e-05
14214,21228,4.184358520745466e-05
14215,21224,4.184358520745466e-05
14216,21220,4.184358520745466e-05
14217,21217,4.184358520745466e-05
14218,21223,4.184358520745466e-05
14219,21218,4.184358520745466e-05
14220,21221,4.184358520745466e-05
14221,21222,4.184358520745466e-05
14222,4484,4.1842582357470884e-05
14223,8918,4.183507540299875e-05
14224,8925,4.183507540299875e-05
14225,8913,4.183507540299875e-05
14226,8914,4.183507540299875e-05
14227,8915,4.183507540299875e-05
14228,8923,4.183507540299875e-05
14229,8924,4.183507540299875e-05
14230,8921,4.183507540299875e-05
14231,8926,4.183507540299875e-05
14232,8917,4.183507540299875e-05
14233,8911,4.183507540299875e-05
14234,8916,4.183507540299875e-05
14235,8920,4.183507540299875e-05
14236,8919,4.183507540299875e-05
14237,8912,4.183507540299875e-05
14238,8905,4.183507540299875e-05
14239,8910,4.183507540299875e-05
14240,8903,4.183507540299875e-05
14241,8895,4.183507540299875e-05
14242,8894,4.183507540299875e-05
14243,8897,4.183507540299875e-05
14244,8899,4.183507540299875e-05
14245,8900,4.183507540299875e-05
14246,8901,4.183507540299875e-05
14247,8902,4.183507540299875e-05
14248,8896,4.183507540299875e-05
14249,8909,4.183507540299875e-05
14250,8922,4.183507540299875e-05
14251,8907,4.183507540299875e-05
14252,8906,4.183507540299875e-05
14253,8904,4.183507540299875e-05
14254,5964,4.182456668130187e-05
14255,5969,4.182456668130187e-05
14256,5961,4.182456668130187e-05
14257,5974,4.182456668130187e-05
14258,5970,4.182456668130187e-05
14259,5973,4.182456668130187e-05
14260,5968,4.182456668130187e-05
14261,5963,4.182456668130187e-05
14262,5967,4.182456668130187e-05
14263,5972,4.182456668130187e-05
14264,5966,4.182456668130187e-05
14265,5971,4.182456668130187e-05
14266,5962,4.182456668130187e-05
14267,5965,4.182456668130187e-05
14268,5917,4.182456668130187e-05
14269,5936,4.182456668130187e-05
14270,5916,4.182456668130187e-05
14271,5934,4.182456668130187e-05
14272,5933,4.182456668130187e-05
14273,5932,4.182456668130187e-05
14274,5931,4.182456668130187e-05
14275,5930,4.182456668130187e-05
14276,5929,4.182456668130187e-05
14277,5928,4.182456668130187e-05
14278,5927,4.182456668130187e-05
14279,5926,4.182456668130187e-05
14280,5925,4.182456668130187e-05
14281,5924,4.182456668130187e-05
14282,5923,4.182456668130187e-05
14283,5922,4.182456668130187e-05
14284,5921,4.182456668130187e-05
14285,5919,4.182456668130187e-05
14286,5918,4.182456668130187e-05
14287,5908,4.182456668130187e-05
14288,5909,4.182456668130187e-05
14289,5910,4.182456668130187e-05
14290,5912,4.182456668130187e-05
14291,5913,4.182456668130187e-05
14292,5914,4.182456668130187e-05
14293,5915,4.182456668130187e-05
14294,5935,4.182456668130187e-05
14295,5941,4.182456668130187e-05
14296,5937,4.182456668130187e-05
14297,5938,4.182456668130187e-05
14298,5960,4.182456668130187e-05
14299,5959,4.182456668130187e-05
14300,5958,4.182456668130187e-05
14301,5957,4.182456668130187e-05
14302,5956,4.182456668130187e-05
14303,5955,4.182456668130187e-05
14304,5954,4.182456668130187e-05
14305,5953,4.182456668130187e-05
14306,5952,4.182456668130187e-05
14307,5951,4.182456668130187e-05
14308,5950,4.182456668130187e-05
14309,5949,4.182456668130187e-05
14310,5948,4.182456668130187e-05
14311,5947,4.182456668130187e-05
14312,5946,4.182456668130187e-05
14313,5945,4.182456668130187e-05
14314,5944,4.182456668130187e-05
14315,5943,4.182456668130187e-05
14316,5942,4.182456668130187e-05
14317,5940,4.182456668130187e-05
14318,5939,4.182456668130187e-05
14319,2648,4.1823108687831504e-05
14320,2680,4.1823108687831504e-05
14321,6380,4.182291957191744e-05
14322,6331,4.182291957191744e-05
14323,6361,4.182291957191744e-05
14324,6358,4.182291957191744e-05
14325,6357,4.182291957191744e-05
14326,6356,4.182291957191744e-05
14327,6355,4.182291957191744e-05
14328,6352,4.182291957191744e-05
14329,6351,4.182291957191744e-05
14330,6350,4.182291957191744e-05
14331,6349,4.182291957191744e-05
14332,6348,4.182291957191744e-05
14333,6325,4.182291957191744e-05
14334,6326,4.182291957191744e-05
14335,6327,4.182291957191744e-05
14336,6328,4.182291957191744e-05
14337,6329,4.182291957191744e-05
14338,6346,4.182291957191744e-05
14339,6345,4.182291957191744e-05
14340,6332,4.182291957191744e-05
14341,6344,4.182291957191744e-05
14342,6343,4.182291957191744e-05
14343,6341,4.182291957191744e-05
14344,6333,4.182291957191744e-05
14345,6340,4.182291957191744e-05
14346,6338,4.182291957191744e-05
14347,6337,4.182291957191744e-05
14348,6336,4.182291957191744e-05
14349,6335,4.182291957191744e-05
14350,6334,4.182291957191744e-05
14351,6360,4.182291957191744e-05
14352,6359,4.182291957191744e-05
14353,6363,4.182291957191744e-05
14354,6373,4.182291957191744e-05
14355,6364,4.182291957191744e-05
14356,6367,4.182291957191744e-05
14357,6362,4.182291957191744e-05
14358,6368,4.182291957191744e-05
14359,6347,4.182291957191744e-05
14360,6369,4.182291957191744e-05
14361,6370,4.182291957191744e-05
14362,6371,4.182291957191744e-05
14363,6372,4.182291957191744e-05
14364,6374,4.182291957191744e-05
14365,6375,4.182291957191744e-05
14366,6376,4.182291957191744e-05
14367,6377,4.182291957191744e-05
14368,6378,4.182291957191744e-05
14369,6381,4.182291957191744e-05
14370,6382,4.182291957191744e-05
14371,15831,4.18212566211889e-05
14372,8721,4.18168997424943e-05
14373,8591,4.181685584834001e-05
14374,20925,4.181685584834001e-05
14375,8592,4.181685584834001e-05
14376,8585,4.181685584834001e-05
14377,8590,4.181685584834001e-05
14378,15765,4.181685584834001e-05
14379,8587,4.181685584834001e-05
14380,8584,4.181685584834001e-05
14381,20923,4.181685584834001e-05
14382,8583,4.181685584834001e-05
14383,8588,4.181685584834001e-05
14384,20926,4.181685584834001e-05
14385,20927,4.181685584834001e-05
14386,8586,4.181685584834001e-05
14387,8581,4.181685584834001e-05
14388,8580,4.181685584834001e-05
14389,8579,4.181685584834001e-05
14390,8578,4.181685584834001e-05
14391,8589,4.181685584834001e-05
14392,20928,4.181685584834001e-05
14393,20924,4.181685584834001e-05
14394,20914,4.181685584834001e-05
14395,20922,4.181685584834001e-05
14396,15779,4.181685584834001e-05
14397,15796,4.181685584834001e-05
14398,15799,4.181685584834001e-05
14399,15801,4.181685584834001e-05
14400,15788,4.181685584834001e-05
14401,15782,4.181685584834001e-05
14402,15781,4.181685584834001e-05
14403,15778,4.181685584834001e-05
14404,20921,4.181685584834001e-05
14405,15808,4.181685584834001e-05
14406,15773,4.181685584834001e-05
14407,15771,4.181685584834001e-05
14408,15770,4.181685584834001e-05
14409,15814,4.181685584834001e-05
14410,15761,4.181685584834001e-05
14411,15794,4.181685584834001e-05
14412,15792,4.181685584834001e-05
14413,20929,4.181685584834001e-05
14414,20906,4.181685584834001e-05
14415,20907,4.181685584834001e-05
14416,20908,4.181685584834001e-05
14417,20909,4.181685584834001e-05
14418,20910,4.181685584834001e-05
14419,20911,4.181685584834001e-05
14420,20912,4.181685584834001e-05
14421,20913,4.181685584834001e-05
14422,20915,4.181685584834001e-05
14423,20916,4.181685584834001e-05
14424,20917,4.181685584834001e-05
14425,20918,4.181685584834001e-05
14426,20919,4.181685584834001e-05
14427,20920,4.181685584834001e-05
14428,8576,4.181685584834001e-05
14429,8582,4.181685584834001e-05
14430,8575,4.181685584834001e-05
14431,8559,4.181685584834001e-05
14432,8557,4.181685584834001e-05
14433,8556,4.181685584834001e-05
14434,8555,4.181685584834001e-05
14435,8554,4.181685584834001e-05
14436,8553,4.181685584834001e-05
14437,8552,4.181685584834001e-05
14438,8551,4.181685584834001e-05
14439,8549,4.181685584834001e-05
14440,8548,4.181685584834001e-05
14441,8547,4.181685584834001e-05
14442,8546,4.181685584834001e-05
14443,8545,4.181685584834001e-05
14444,8544,4.181685584834001e-05
14445,8543,4.181685584834001e-05
14446,8542,4.181685584834001e-05
14447,8541,4.181685584834001e-05
14448,8540,4.181685584834001e-05
14449,8539,4.181685584834001e-05
14450,8538,4.181685584834001e-05
14451,8537,4.181685584834001e-05
14452,8536,4.181685584834001e-05
14453,8535,4.181685584834001e-05
14454,8534,4.181685584834001e-05
14455,8533,4.181685584834001e-05
14456,8573,4.181685584834001e-05
14457,15802,4.181685584834001e-05
14458,8532,4.181685584834001e-05
14459,8558,4.181685584834001e-05
14460,8550,4.181685584834001e-05
14461,8560,4.181685584834001e-05
14462,20937,4.181685584834001e-05
14463,8572,4.181685584834001e-05
14464,8571,4.181685584834001e-05
14465,8570,4.181685584834001e-05
14466,8569,4.181685584834001e-05
14467,20930,4.181685584834001e-05
14468,8568,4.181685584834001e-05
14469,20931,4.181685584834001e-05
14470,8561,4.181685584834001e-05
14471,20932,4.181685584834001e-05
14472,20933,4.181685584834001e-05
14473,8566,4.181685584834001e-05
14474,20934,4.181685584834001e-05
14475,20935,4.181685584834001e-05
14476,20936,4.181685584834001e-05
14477,8567,4.181685584834001e-05
14478,20938,4.181685584834001e-05
14479,20943,4.181685584834001e-05
14480,8562,4.181685584834001e-05
14481,20939,4.181685584834001e-05
14482,8564,4.181685584834001e-05
14483,8565,4.181685584834001e-05
14484,20945,4.181685584834001e-05
14485,20944,4.181685584834001e-05
14486,8563,4.181685584834001e-05
14487,20941,4.181685584834001e-05
14488,20940,4.181685584834001e-05
14489,20942,4.181685584834001e-05
14490,3855,4.181470249015929e-05
14491,3844,4.181470249015929e-05
14492,3859,4.181470249015929e-05
14493,3861,4.181470249015929e-05
14494,3846,4.181470249015929e-05
14495,3862,4.181470249015929e-05
14496,3863,4.181470249015929e-05
14497,3864,4.181470249015929e-05
14498,3865,4.181470249015929e-05
14499,3845,4.181470249015929e-05
14500,3866,4.181470249015929e-05
14501,3843,4.181470249015929e-05
14502,3869,4.181470249015929e-05
14503,3874,4.181470249015929e-05
14504,3878,4.181470249015929e-05
14505,3876,4.181470249015929e-05
14506,3831,4.181470249015929e-05
14507,3840,4.181470249015929e-05
14508,3841,4.181470249015929e-05
14509,3858,4.181470249015929e-05
14510,3875,4.181470249015929e-05
14511,3847,4.181470249015929e-05
14512,3848,4.181470249015929e-05
14513,3851,4.181470249015929e-05
14514,3852,4.181470249015929e-05
14515,3854,4.181470249015929e-05
14516,3853,4.181470249015929e-05
14517,15162,4.1814438482357604e-05
14518,15170,4.1814438482357604e-05
14519,15150,4.1814438482357604e-05
14520,15164,4.1814438482357604e-05
14521,15163,4.1814438482357604e-05
14522,15149,4.1814438482357604e-05
14523,15161,4.1814438482357604e-05
14524,15167,4.1814438482357604e-05
14525,15143,4.1814438482357604e-05
14526,15159,4.1814438482357604e-05
14527,15145,4.1814438482357604e-05
14528,15146,4.1814438482357604e-05
14529,15148,4.1814438482357604e-05
14530,15156,4.1814438482357604e-05
14531,15147,4.1814438482357604e-05
14532,15151,4.1814438482357604e-05
14533,15137,4.1814438482357604e-05
14534,15152,4.1814438482357604e-05
14535,15153,4.1814438482357604e-05
14536,15136,4.1814438482357604e-05
14537,15168,4.1814438482357604e-05
14538,15135,4.1814438482357604e-05
14539,15134,4.1814438482357604e-05
14540,15133,4.1814438482357604e-05
14541,15132,4.1814438482357604e-05
14542,15131,4.1814438482357604e-05
14543,15130,4.1814438482357604e-05
14544,15154,4.1814438482357604e-05
14545,15165,4.1814438482357604e-05
14546,15138,4.1814438482357604e-05
14547,15139,4.1814438482357604e-05
14548,15140,4.1814438482357604e-05
14549,15155,4.1814438482357604e-05
14550,15141,4.1814438482357604e-05
14551,15142,4.1814438482357604e-05
14552,15169,4.1814438482357604e-05
14553,15166,4.1814438482357604e-05
14554,15144,4.1814438482357604e-05
14555,15160,4.1814438482357604e-05
14556,15158,4.1814438482357604e-05
14557,15185,4.1814438482357604e-05
14558,15171,4.1814438482357604e-05
14559,15172,4.1814438482357604e-05
14560,15173,4.1814438482357604e-05
14561,15174,4.1814438482357604e-05
14562,15175,4.1814438482357604e-05
14563,15176,4.1814438482357604e-05
14564,15177,4.1814438482357604e-05
14565,15178,4.1814438482357604e-05
14566,15179,4.1814438482357604e-05
14567,15180,4.1814438482357604e-05
14568,15181,4.1814438482357604e-05
14569,15182,4.1814438482357604e-05
14570,15183,4.1814438482357604e-05
14571,15184,4.1814438482357604e-05
14572,15186,4.1814438482357604e-05
14573,15122,4.1814438482357604e-05
14574,15123,4.1814438482357604e-05
14575,15129,4.1814438482357604e-05
14576,15128,4.1814438482357604e-05
14577,15127,4.1814438482357604e-05
14578,15126,4.1814438482357604e-05
14579,15125,4.1814438482357604e-05
14580,15124,4.1814438482357604e-05
14581,15157,4.1814438482357604e-05
14582,15187,4.1814438482357604e-05
14583,15121,4.1814438482357604e-05
14584,15120,4.1814438482357604e-05
14585,15119,4.1814438482357604e-05
14586,15118,4.1814438482357604e-05
14587,15117,4.1814438482357604e-05
14588,15188,4.1814438482357604e-05
14589,14659,4.1811876773423446e-05
14590,9883,4.18117716657384e-05
14591,14623,4.180949361323195e-05
14592,21380,4.1809368517782844e-05
14593,21368,4.1809368517782844e-05
14594,21373,4.1809368517782844e-05
14595,21361,4.1809368517782844e-05
14596,21372,4.1809368517782844e-05
14597,21371,4.1809368517782844e-05
14598,21370,4.1809368517782844e-05
14599,21369,4.1809368517782844e-05
14600,21367,4.1809368517782844e-05
14601,21375,4.1809368517782844e-05
14602,21366,4.1809368517782844e-05
14603,21365,4.1809368517782844e-05
14604,21364,4.1809368517782844e-05
14605,21363,4.1809368517782844e-05
14606,21362,4.1809368517782844e-05
14607,21374,4.1809368517782844e-05
14608,21376,4.1809368517782844e-05
14609,21360,4.1809368517782844e-05
14610,21386,4.1809368517782844e-05
14611,21359,4.1809368517782844e-05
14612,21382,4.1809368517782844e-05
14613,21383,4.1809368517782844e-05
14614,21358,4.1809368517782844e-05
14615,21384,4.1809368517782844e-05
14616,21385,4.1809368517782844e-05
14617,21357,4.1809368517782844e-05
14618,21377,4.1809368517782844e-05
14619,21392,4.1809368517782844e-05
14620,21391,4.1809368517782844e-05
14621,21390,4.1809368517782844e-05
14622,21389,4.1809368517782844e-05
14623,21379,4.1809368517782844e-05
14624,21378,4.1809368517782844e-05
14625,21381,4.1809368517782844e-05
14626,22699,4.1809368517782844e-05
14627,21356,4.1809368517782844e-05
14628,22702,4.1809368517782844e-05
14629,22694,4.1809368517782844e-05
14630,22695,4.1809368517782844e-05
14631,22696,4.1809368517782844e-05
14632,22697,4.1809368517782844e-05
14633,22698,4.1809368517782844e-05
14634,21387,4.1809368517782844e-05
14635,22700,4.1809368517782844e-05
14636,22701,4.1809368517782844e-05
14637,22703,4.1809368517782844e-05
14638,22692,4.1809368517782844e-05
14639,22704,4.1809368517782844e-05
14640,22705,4.1809368517782844e-05
14641,22706,4.1809368517782844e-05
14642,22707,4.1809368517782844e-05
14643,22708,4.1809368517782844e-05
14644,22709,4.1809368517782844e-05
14645,22710,4.1809368517782844e-05
14646,22711,4.1809368517782844e-05
14647,22693,4.1809368517782844e-05
14648,22691,4.1809368517782844e-05
14649,22713,4.1809368517782844e-05
14650,22680,4.1809368517782844e-05
14651,22672,4.1809368517782844e-05
14652,22673,4.1809368517782844e-05
14653,22674,4.1809368517782844e-05
14654,22675,4.1809368517782844e-05
14655,22676,4.1809368517782844e-05
14656,22677,4.1809368517782844e-05
14657,22678,4.1809368517782844e-05
14658,22679,4.1809368517782844e-05
14659,22681,4.1809368517782844e-05
14660,22690,4.1809368517782844e-05
14661,22682,4.1809368517782844e-05
14662,22683,4.1809368517782844e-05
14663,22684,4.1809368517782844e-05
14664,22685,4.1809368517782844e-05
14665,22686,4.1809368517782844e-05
14666,22687,4.1809368517782844e-05
14667,22688,4.1809368517782844e-05
14668,22689,4.1809368517782844e-05
14669,22712,4.1809368517782844e-05
14670,22714,4.1809368517782844e-05
14671,21355,4.1809368517782844e-05
14672,21345,4.1809368517782844e-05
14673,21337,4.1809368517782844e-05
14674,21338,4.1809368517782844e-05
14675,21339,4.1809368517782844e-05
14676,21340,4.1809368517782844e-05
14677,21341,4.1809368517782844e-05
14678,21342,4.1809368517782844e-05
14679,21343,4.1809368517782844e-05
14680,21344,4.1809368517782844e-05
14681,21346,4.1809368517782844e-05
14682,21335,4.1809368517782844e-05
14683,21347,4.1809368517782844e-05
14684,21348,4.1809368517782844e-05
14685,21349,4.1809368517782844e-05
14686,21350,4.1809368517782844e-05
14687,21351,4.1809368517782844e-05
14688,21352,4.1809368517782844e-05
14689,21353,4.1809368517782844e-05
14690,21354,4.1809368517782844e-05
14691,21336,4.1809368517782844e-05
14692,21334,4.1809368517782844e-05
14693,22715,4.1809368517782844e-05
14694,22724,4.1809368517782844e-05
14695,22716,4.1809368517782844e-05
14696,22717,4.1809368517782844e-05
14697,22718,4.1809368517782844e-05
14698,22719,4.1809368517782844e-05
14699,22720,4.1809368517782844e-05
14700,22721,4.1809368517782844e-05
14701,22722,4.1809368517782844e-05
14702,22723,4.1809368517782844e-05
14703,22725,4.1809368517782844e-05
14704,21333,4.1809368517782844e-05
14705,21325,4.1809368517782844e-05
14706,21326,4.1809368517782844e-05
14707,21327,4.1809368517782844e-05
14708,21328,4.1809368517782844e-05
14709,21329,4.1809368517782844e-05
14710,21330,4.1809368517782844e-05
14711,21331,4.1809368517782844e-05
14712,21332,4.1809368517782844e-05
14713,21388,4.1809368517782844e-05
14714,2963,4.180933532264063e-05
14715,2954,4.180933532264063e-05
14716,2980,4.180933532264063e-05
14717,2968,4.180933532264063e-05
14718,2969,4.180933532264063e-05
14719,2970,4.180933532264063e-05
14720,2971,4.180933532264063e-05
14721,2972,4.180933532264063e-05
14722,2973,4.180933532264063e-05
14723,2974,4.180933532264063e-05
14724,2975,4.180933532264063e-05
14725,2976,4.180933532264063e-05
14726,2977,4.180933532264063e-05
14727,2978,4.180933532264063e-05
14728,2979,4.180933532264063e-05
14729,2982,4.180933532264063e-05
14730,2966,4.180933532264063e-05
14731,2983,4.180933532264063e-05
14732,2984,4.180933532264063e-05
14733,2985,4.180933532264063e-05
14734,2986,4.180933532264063e-05
14735,2987,4.180933532264063e-05
14736,2988,4.180933532264063e-05
14737,2989,4.180933532264063e-05
14738,2990,4.180933532264063e-05
14739,2991,4.180933532264063e-05
14740,2992,4.180933532264063e-05
14741,2993,4.180933532264063e-05
14742,2994,4.180933532264063e-05
14743,2967,4.180933532264063e-05
14744,2965,4.180933532264063e-05
14745,2996,4.180933532264063e-05
14746,2948,4.180933532264063e-05
14747,2935,4.180933532264063e-05
14748,2936,4.180933532264063e-05
14749,2937,4.180933532264063e-05
14750,2938,4.180933532264063e-05
14751,2939,4.180933532264063e-05
14752,2940,4.180933532264063e-05
14753,2941,4.180933532264063e-05
14754,2942,4.180933532264063e-05
14755,2944,4.180933532264063e-05
14756,2945,4.180933532264063e-05
14757,2946,4.180933532264063e-05
14758,2947,4.180933532264063e-05
14759,2949,4.180933532264063e-05
14760,2964,4.180933532264063e-05
14761,2950,4.180933532264063e-05
14762,2951,4.180933532264063e-05
14763,2952,4.180933532264063e-05
14764,2953,4.180933532264063e-05
14765,2955,4.180933532264063e-05
14766,2956,4.180933532264063e-05
14767,2957,4.180933532264063e-05
14768,2958,4.180933532264063e-05
14769,2959,4.180933532264063e-05
14770,2960,4.180933532264063e-05
14771,2961,4.180933532264063e-05
14772,2962,4.180933532264063e-05
14773,2995,4.180933532264063e-05
14774,2981,4.180933532264063e-05
14775,2997,4.180933532264063e-05
14776,2998,4.180933532264063e-05
14777,2999,4.180933532264063e-05
14778,3000,4.180933532264063e-05
14779,3001,4.180933532264063e-05
14780,3002,4.180933532264063e-05
14781,3003,4.180933532264063e-05
14782,1006,4.180404460767221e-05
14783,6458,4.1803098208043775e-05
14784,7663,4.180209511095588e-05
14785,7660,4.180209511095588e-05
14786,7681,4.180209511095588e-05
14787,7666,4.180209511095588e-05
14788,7680,4.180209511095588e-05
14789,7645,4.180209511095588e-05
14790,7679,4.180209511095588e-05
14791,7678,4.180209511095588e-05
14792,7683,4.180209511095588e-05
14793,7677,4.180209511095588e-05
14794,7676,4.180209511095588e-05
14795,7682,4.180209511095588e-05
14796,7687,4.180209511095588e-05
14797,7684,4.180209511095588e-05
14798,7685,4.180209511095588e-05
14799,7686,4.180209511095588e-05
14800,7661,4.180209511095588e-05
14801,7665,4.180209511095588e-05
14802,7662,4.180209511095588e-05
14803,7688,4.180209511095588e-05
14804,7689,4.180209511095588e-05
14805,7690,4.180209511095588e-05
14806,7691,4.180209511095588e-05
14807,7664,4.180209511095588e-05
14808,7692,4.180209511095588e-05
14809,7646,4.180209511095588e-05
